department,gender,age,years_of_service,performance_score,trainings_completed,kpi_met,awards_won,is_promoted
HR,Male,36,9,3.6,5,0,1,1
IT,Female,42,15,3.8,2,1,0,1
Finance,Female,33,14,4.3,2,0,0,0
IT,Female,39,19,3.3,5,1,0,1
HR,Male,44,28,3.6,4,1,0,1
HR,Female,50,24,3.5,4,0,0,1
HR,Male,57,18,3.3,3,0,0,1
Finance,Male,26,9,3.6,3,0,0,0
HR,Male,47,1,4.3,3,1,1,1
Sales,Male,32,12,3.2,2,1,0,1
HR,Male,32,10,3.7,2,1,0,1
IT,Male,39,7,3.7,3,1,0,0
Marketing,Female,33,14,3.5,3,0,0,1
IT,Female,37,26,3.7,4,1,0,1
Marketing,Male,48,1,3.7,5,1,0,1
IT,Male,57,15,3.0,2,0,0,1
Finance,Female,38,22,3.5,2,0,0,0
IT,Male,42,1,3.5,3,1,0,0
Finance,Male,58,13,3.0,3,1,0,1
Finance,Female,52,20,3.5,0,0,1,0
HR,Male,56,23,3.5,4,0,1,1
Sales,Female,48,2,4.5,3,1,0,1
Marketing,Female,44,3,3.1,3,1,0,0
HR,Female,53,4,4.0,0,0,1,1
HR,Female,38,16,3.7,2,1,0,0
Finance,Female,32,22,4.0,1,0,0,0
Finance,Male,22,29,3.1,4,0,0,0
Marketing,Female,49,12,2.6,4,1,0,1
IT,Male,39,25,3.4,3,1,0,1
IT,Female,41,4,3.9,2,1,0,0
HR,Female,28,22,3.3,6,1,0,1
Operations,Male,58,12,3.4,3,1,1,1
Operations,Female,37,7,4.5,0,1,0,0
IT,Male,44,20,3.1,4,1,0,0
Operations,Male,53,22,4.0,6,1,0,1
IT,Female,38,3,3.0,3,1,0,0
Finance,Male,40,5,4.1,4,0,0,0
HR,Male,55,12,3.5,4,1,0,0
Sales,Male,35,12,3.7,1,0,0,1
HR,Female,24,27,3.2,1,1,0,1
IT,Male,46,26,3.5,2,0,0,1
IT,Male,32,20,3.6,3,1,0,1
HR,Female,36,23,2.8,3,0,1,0
Marketing,Male,40,22,3.3,2,1,0,0
IT,Male,36,7,3.6,2,0,0,1
Operations,Female,36,22,3.1,3,0,0,1
Operations,Male,59,12,3.6,2,1,0,1
IT,Female,36,2,3.4,2,0,0,1
IT,Male,30,14,3.8,3,0,0,1
Marketing,Female,26,23,3.4,4,1,0,1
Operations,Female,40,16,4.7,3,0,1,1
IT,Male,45,24,2.5,5,1,0,0
IT,Male,50,7,3.1,1,1,0,1
Marketing,Female,26,4,3.8,4,1,0,0
Marketing,Male,43,20,3.6,3,1,0,0
HR,Female,34,28,3.7,4,0,0,1
Marketing,Female,50,5,1.9,1,0,0,0
Sales,Female,37,14,3.4,3,0,0,0
Operations,Female,57,9,3.5,3,0,0,1
HR,Male,38,5,3.8,2,1,0,1
Sales,Male,41,2,3.7,5,0,0,0
IT,Female,35,5,3.5,2,1,0,0
IT,Female,27,29,3.4,4,1,0,0
HR,Female,43,3,2.9,3,0,0,1
Marketing,Female,30,10,3.7,2,1,0,1
IT,Female,53,8,3.4,3,0,1,0
Finance,Male,45,26,3.3,4,0,0,1
HR,Female,54,10,3.5,3,1,1,1
Sales,Male,34,29,3.3,4,1,1,1
HR,Male,56,2,2.8,1,1,0,1
Operations,Male,27,14,3.8,3,0,0,1
Marketing,Female,51,27,4.4,6,0,0,1
Marketing,Female,59,4,3.6,5,0,0,1
HR,Male,37,21,3.6,2,0,0,0
IT,Male,22,12,4.2,4,1,0,1
IT,Female,39,20,4.5,3,1,0,0
Finance,Female,43,29,3.4,2,1,0,1
Finance,Female,47,14,3.1,5,0,0,0
Marketing,Female,35,16,3.7,3,0,0,0
Finance,Female,58,5,3.6,2,0,1,1
Sales,Male,35,26,4.0,1,0,0,1
Finance,Male,47,16,3.5,1,1,0,0
Sales,Male,57,27,3.5,2,0,0,0
Finance,Female,44,29,3.0,6,1,0,0
Marketing,Male,23,4,4.0,1,1,0,1
Marketing,Female,28,29,3.2,2,1,0,0
Sales,Male,43,3,2.9,2,1,0,0
HR,Male,49,1,2.2,4,1,0,0
Marketing,Male,59,4,3.4,4,0,0,1
HR,Male,41,9,3.1,1,0,0,0
IT,Male,39,1,3.4,4,1,0,1
Sales,Female,45,16,3.3,2,1,0,0
Marketing,Male,54,23,3.3,2,1,0,0
Operations,Female,47,3,3.1,3,0,0,0
IT,Male,40,24,3.1,0,1,0,0
HR,Male,34,6,3.0,3,1,0,0
Marketing,Male,31,13,3.4,4,1,0,1
Sales,Female,35,17,2.9,3,1,0,1
Finance,Male,30,15,4.1,3,1,0,0
Operations,Male,32,26,3.5,4,1,0,1
HR,Female,24,21,2.7,2,1,0,0
IT,Male,33,12,3.6,2,0,0,1
Sales,Female,56,29,3.1,1,0,0,1
Operations,Male,53,8,4.0,0,1,0,0
Sales,Female,35,27,3.2,6,0,1,1
Marketing,Male,22,16,4.2,4,1,0,1
Finance,Female,48,3,4.0,1,0,0,1
IT,Female,58,28,5.0,3,0,0,1
Sales,Male,22,28,3.5,2,0,0,0
HR,Male,50,4,3.8,2,1,0,1
Marketing,Male,45,7,3.5,4,0,1,1
Marketing,Female,38,15,3.5,3,1,0,0
IT,Male,56,11,4.1,2,0,0,1
Marketing,Male,52,16,3.9,4,1,0,0
HR,Female,53,22,3.5,3,0,0,0
Sales,Male,40,14,4.2,2,0,0,1
IT,Male,52,23,4.0,2,1,0,1
Marketing,Male,41,13,4.3,4,1,0,1
Marketing,Female,49,9,4.1,1,0,0,1
HR,Female,24,25,3.3,3,1,0,1
Finance,Male,53,18,3.3,2,1,0,1
Finance,Female,43,3,3.3,3,0,0,1
Marketing,Male,36,20,3.9,2,0,0,0
Sales,Male,59,22,4.2,4,1,0,1
IT,Male,40,5,4.0,2,1,0,0
Marketing,Male,52,22,2.8,4,1,0,0
Operations,Male,47,27,3.1,3,1,0,0
IT,Female,26,24,3.8,2,1,0,1
Finance,Female,41,2,4.1,4,0,0,0
Marketing,Male,23,22,3.7,3,1,0,0
HR,Male,42,25,4.3,2,1,0,1
Operations,Female,57,21,2.6,4,0,0,0
Marketing,Male,49,17,3.4,3,1,0,0
Sales,Female,41,16,4.2,3,1,0,0
Operations,Male,58,29,3.7,1,1,0,0
Marketing,Male,57,24,3.1,3,1,0,1
Sales,Male,32,20,3.9,4,0,0,0
Operations,Female,24,24,3.6,4,0,0,1
Sales,Female,58,13,3.3,1,0,0,1
Sales,Male,41,20,2.7,6,0,0,0
Operations,Female,53,11,3.8,3,1,1,0
Operations,Male,46,8,3.0,3,1,1,1
Sales,Male,42,25,4.6,3,0,0,1
Finance,Female,37,21,2.6,5,0,0,0
Operations,Female,22,5,3.5,1,1,0,1
Marketing,Male,44,2,3.9,5,1,0,1
IT,Male,45,25,3.0,1,1,0,1
HR,Female,46,27,3.1,3,1,0,1
Sales,Female,28,4,3.9,4,0,0,0
Sales,Female,59,3,3.0,3,1,0,0
HR,Male,56,2,4.5,6,0,0,1
Finance,Female,35,3,3.5,2,1,1,1
HR,Male,30,16,3.3,1,0,1,1
Operations,Female,24,20,4.3,2,1,0,0
HR,Male,59,9,3.0,6,1,1,0
Sales,Male,41,6,4.4,5,1,0,1
HR,Male,54,26,3.0,3,1,0,0
IT,Female,53,15,4.1,5,1,1,1
Marketing,Female,57,5,4.4,1,1,0,1
Operations,Male,47,29,3.4,2,0,0,0
HR,Female,26,9,3.4,2,1,0,1
Sales,Female,51,24,3.4,5,1,0,0
Marketing,Male,38,6,3.1,5,1,0,1
Operations,Female,27,3,3.5,0,1,0,1
Sales,Female,36,23,4.0,1,1,0,1
Finance,Male,22,13,3.8,1,1,0,1
IT,Male,34,26,3.8,0,0,0,0
Finance,Male,55,22,3.1,3,1,0,1
IT,Male,51,28,3.0,2,1,1,0
HR,Male,40,15,4.4,2,0,0,1
Operations,Female,23,11,2.8,1,0,0,0
HR,Female,33,16,3.4,1,0,0,1
IT,Male,45,15,3.9,3,0,0,1
IT,Female,32,24,4.3,5,1,0,0
IT,Female,23,28,3.5,7,1,0,1
Marketing,Female,22,6,3.6,3,1,0,1
Sales,Male,49,14,3.3,5,1,0,0
Operations,Female,25,11,4.4,6,1,0,0
HR,Female,51,26,4.2,3,1,0,0
HR,Male,28,20,3.0,3,0,0,0
Finance,Male,43,10,3.8,3,0,0,0
IT,Male,47,16,3.4,2,1,0,0
IT,Female,50,12,3.7,2,1,0,1
IT,Male,46,7,3.1,4,0,0,0
HR,Female,31,7,2.5,1,1,0,1
Finance,Female,41,27,2.9,5,0,0,1
Sales,Male,35,24,3.2,2,1,0,1
Marketing,Female,54,18,3.3,2,0,0,0
Operations,Male,26,15,2.3,3,1,0,0
Sales,Male,27,27,3.7,3,1,0,1
HR,Female,43,6,2.8,5,1,1,0
Marketing,Female,38,19,3.5,0,0,0,1
Marketing,Male,36,8,2.9,5,0,0,0
Marketing,Female,49,20,2.6,4,0,0,0
IT,Male,23,15,3.5,0,1,0,1
Operations,Male,39,4,3.4,5,1,0,0
HR,Male,48,18,3.5,3,1,1,1
HR,Male,42,13,4.3,1,1,0,1
Marketing,Female,44,22,3.9,3,1,0,1
HR,Female,28,22,4.5,5,1,0,1
Operations,Male,40,1,3.3,3,1,0,0
Operations,Male,30,28,3.1,4,1,0,1
Finance,Male,33,8,3.7,3,1,0,0
Finance,Male,51,19,4.4,4,0,0,1
Sales,Female,28,17,2.9,1,0,0,1
Operations,Female,23,10,4.2,4,1,0,0
Operations,Female,38,1,3.7,5,1,0,0
Operations,Male,32,1,3.3,3,1,0,1
Finance,Male,33,21,4.3,5,1,0,1
Marketing,Male,24,5,2.9,1,1,0,0
Marketing,Male,42,1,3.8,2,1,0,1
HR,Male,35,21,3.4,4,1,0,0
Marketing,Male,36,23,4.1,5,1,0,1
IT,Male,31,21,3.7,3,1,0,1
Finance,Female,57,25,4.0,5,1,0,1
Operations,Female,31,20,3.5,1,0,0,1
Marketing,Male,38,13,3.3,5,0,0,0
Finance,Female,46,9,3.5,3,1,0,0
Marketing,Male,48,16,3.6,2,1,0,0
Sales,Male,54,28,3.7,1,1,0,0
Operations,Female,32,8,3.8,3,1,0,1
Sales,Male,34,14,3.5,4,1,0,0
Operations,Female,22,29,3.8,5,1,1,1
Finance,Male,52,17,4.6,4,0,0,0
HR,Female,54,29,3.1,3,0,0,1
Marketing,Female,42,4,4.0,1,0,0,1
Marketing,Female,37,7,3.2,2,0,0,0
IT,Female,44,17,3.0,3,0,0,0
Sales,Female,31,28,4.2,7,0,0,1
Marketing,Female,54,24,3.0,5,1,0,1
Finance,Male,43,16,3.5,3,0,0,0
HR,Male,27,14,3.1,4,1,0,1
Finance,Female,57,16,4.7,2,1,1,1
Sales,Female,31,27,3.5,5,0,1,1
IT,Female,37,2,2.9,4,1,1,0
Marketing,Male,34,24,3.1,1,0,0,1
Finance,Male,41,15,4.6,3,1,0,1
Operations,Female,25,11,3.4,3,1,0,0
HR,Female,41,13,3.5,2,0,0,0
Finance,Female,43,4,4.2,0,0,1,0
HR,Male,50,24,4.1,3,0,0,1
Marketing,Male,37,1,3.1,4,1,0,1
Operations,Male,44,15,3.1,2,1,0,1
IT,Male,51,12,3.2,3,0,0,1
IT,Female,51,21,3.3,5,0,0,0
Operations,Male,24,9,3.9,4,0,0,0
HR,Male,45,7,3.5,3,1,0,0
Marketing,Male,58,3,3.3,2,0,0,0
Finance,Male,34,16,3.5,0,0,0,1
Operations,Female,53,4,3.2,4,1,0,1
Sales,Male,58,26,4.3,1,1,0,0
HR,Male,33,23,3.2,2,1,0,0
IT,Female,29,14,3.5,3,1,1,1
Operations,Male,45,22,3.8,1,0,0,0
IT,Female,37,13,3.8,4,0,0,0
HR,Male,53,29,3.3,1,1,0,0
IT,Female,55,20,4.0,4,0,0,1
Operations,Male,56,19,4.6,3,1,0,1
HR,Male,53,27,4.4,2,1,0,1
Sales,Male,38,2,2.3,9,0,1,1
Operations,Male,23,10,3.5,2,0,0,0
Finance,Male,47,28,3.2,2,0,0,0
Marketing,Male,38,25,3.8,5,0,0,0
Operations,Female,59,19,4.0,4,0,0,0
HR,Female,23,15,2.9,1,0,0,1
Marketing,Male,29,7,3.9,3,0,0,0
Operations,Male,27,15,3.5,1,1,0,1
Sales,Female,30,17,3.4,5,1,0,1
Sales,Female,22,24,3.8,6,1,0,0
Finance,Male,26,16,3.4,4,1,0,1
IT,Male,30,17,4.1,1,0,1,1
Marketing,Male,35,28,3.3,2,1,0,1
HR,Male,48,16,4.2,8,0,0,1
HR,Female,30,18,3.5,2,0,1,1
IT,Female,57,17,2.3,1,1,0,0
Sales,Female,50,4,3.1,7,1,0,1
Sales,Male,41,2,3.4,1,0,0,0
Operations,Male,36,17,3.7,2,0,0,1
Finance,Female,57,17,3.5,3,0,0,0
Marketing,Male,24,2,3.2,8,1,0,1
Finance,Male,44,22,4.4,3,1,0,0
Finance,Male,30,2,4.2,3,1,0,1
Operations,Female,51,29,2.9,1,0,0,1
Finance,Male,40,15,3.1,4,1,0,1
IT,Male,59,29,3.7,0,1,0,1
Operations,Female,24,28,3.4,2,1,0,1
IT,Female,24,28,2.1,4,1,0,1
Operations,Male,55,16,3.1,5,0,0,1
Finance,Female,23,11,3.9,2,0,0,0
IT,Male,48,29,3.6,2,1,0,0
IT,Male,44,2,3.0,5,1,0,1
IT,Female,53,8,3.2,1,0,0,1
Operations,Male,56,21,3.4,2,0,0,1
HR,Male,39,24,4.8,0,1,0,1
Finance,Female,48,12,3.5,3,0,0,0
IT,Female,32,14,3.1,5,1,0,1
Marketing,Male,40,28,4.4,3,0,0,1
HR,Male,46,14,3.8,4,0,0,0
Marketing,Male,28,24,3.1,1,1,0,0
Finance,Male,52,12,3.5,6,1,0,0
Finance,Male,23,2,3.4,7,0,1,0
IT,Male,59,14,3.8,3,1,0,1
IT,Female,26,23,2.9,3,1,0,0
Operations,Male,35,25,2.9,5,1,0,1
HR,Male,39,12,3.4,4,1,0,0
HR,Male,57,24,3.1,7,1,0,1
IT,Male,25,29,4.0,7,1,0,1
Finance,Female,45,9,3.0,4,1,0,1
IT,Male,34,29,4.7,7,0,0,1
Finance,Female,42,8,3.4,3,1,0,0
Finance,Female,54,20,3.6,1,0,1,1
IT,Female,41,16,3.7,2,1,0,1
Sales,Male,26,10,3.5,2,0,0,0
HR,Female,45,7,4.1,2,0,0,0
Marketing,Male,56,15,3.6,1,1,0,1
Finance,Male,51,25,3.2,0,0,0,0
Finance,Male,49,9,2.8,6,0,1,1
Sales,Male,28,4,3.7,2,1,0,0
Marketing,Male,56,23,4.0,5,0,0,1
Operations,Male,51,6,2.9,0,1,0,0
Sales,Male,55,28,3.3,3,1,0,1
Marketing,Female,30,12,4.0,2,1,0,0
Sales,Male,33,15,3.1,1,0,0,1
Finance,Male,50,19,3.1,2,0,0,1
HR,Female,31,26,3.4,1,0,0,1
Sales,Male,48,22,4.2,4,1,0,1
Operations,Female,40,24,4.0,3,1,0,0
IT,Female,34,2,4.2,4,1,0,1
Marketing,Male,58,28,3.0,1,1,0,1
Sales,Male,53,19,3.2,0,1,0,0
Sales,Female,36,24,3.4,3,0,0,0
Operations,Female,42,20,3.3,3,0,0,1
HR,Female,24,20,3.1,4,1,0,1
Sales,Male,29,2,3.7,4,1,0,1
Sales,Female,27,15,2.7,4,1,0,1
HR,Male,50,27,3.6,6,0,0,1
Operations,Male,40,26,4.3,3,1,0,1
Marketing,Male,38,12,3.5,4,1,0,0
Marketing,Male,31,29,3.1,1,0,0,0
Sales,Female,54,1,2.9,0,1,0,1
HR,Female,34,23,3.7,5,0,0,0
Sales,Female,48,14,4.4,4,0,0,0
IT,Male,33,4,3.6,2,0,0,0
Marketing,Female,23,22,3.3,4,0,0,1
Finance,Female,31,24,3.1,1,1,1,0
IT,Male,42,11,2.8,3,0,0,0
Sales,Female,44,7,3.6,0,0,0,0
Operations,Female,22,13,2.7,3,0,0,0
Marketing,Female,54,14,4.0,2,0,0,1
Finance,Male,47,7,3.8,7,1,0,0
IT,Female,36,22,3.4,1,1,0,0
Marketing,Female,43,11,3.8,3,1,0,0
HR,Male,46,20,3.6,2,0,0,1
Operations,Female,22,20,3.8,4,0,0,1
IT,Male,47,25,3.9,2,1,0,1
HR,Female,42,11,3.4,1,1,0,1
Sales,Female,45,21,2.9,1,1,0,0
HR,Female,37,9,4.6,4,1,0,0
IT,Female,53,27,3.4,4,1,0,1
IT,Male,37,28,3.3,1,0,0,0
Sales,Male,34,25,3.7,2,0,0,0
HR,Female,53,4,3.4,5,0,0,0
HR,Male,45,2,2.9,4,1,0,1
Sales,Male,34,2,2.9,3,0,0,0
HR,Male,32,25,3.1,1,0,0,0
Marketing,Male,36,9,3.7,6,1,0,1
Sales,Female,31,19,3.2,4,0,0,1
Operations,Female,24,15,4.0,2,1,0,1
IT,Male,37,21,3.4,6,1,0,0
Operations,Male,38,21,3.5,3,0,0,1
Marketing,Male,46,18,3.5,4,1,1,1
Marketing,Male,51,16,3.0,5,0,0,1
Finance,Male,56,2,4.1,1,1,1,1
Finance,Male,58,26,3.7,0,1,0,1
Finance,Female,34,12,3.4,5,1,0,0
Sales,Female,45,29,3.2,1,0,0,1
HR,Male,59,1,3.2,2,1,0,0
Marketing,Female,47,2,2.9,2,1,1,1
Operations,Female,30,14,2.8,7,0,0,1
Operations,Male,40,27,2.8,5,0,0,0
Operations,Male,49,7,4.0,1,0,0,1
Operations,Female,28,17,3.1,4,1,0,0
Finance,Male,43,15,3.0,2,1,1,1
Operations,Female,51,17,4.1,0,1,0,1
HR,Female,58,9,3.5,2,0,0,0
Finance,Male,37,13,2.9,0,1,1,0
Operations,Female,57,2,3.8,4,1,0,1
Sales,Female,26,27,4.2,1,1,0,1
IT,Male,50,15,3.8,5,1,0,1
IT,Male,44,20,3.6,2,0,0,0
IT,Female,27,11,3.7,0,1,0,1
Finance,Female,57,19,4.1,3,0,0,1
Operations,Female,54,14,4.4,3,1,0,1
Marketing,Female,37,27,3.0,2,1,0,1
Marketing,Male,55,4,3.5,4,1,0,0
Marketing,Male,47,27,3.8,3,1,0,1
Finance,Male,58,11,3.6,1,1,0,0
HR,Male,34,16,3.8,1,0,0,0
Sales,Female,38,23,4.6,2,0,0,1
Sales,Female,53,26,3.4,6,1,0,0
IT,Female,53,2,2.8,5,1,0,0
IT,Female,49,2,4.4,1,1,1,1
Marketing,Male,50,9,4.4,4,1,0,1
Marketing,Male,46,22,3.8,4,1,1,0
IT,Male,43,27,3.3,1,0,0,1
Operations,Female,48,23,3.9,3,1,0,1
HR,Male,59,21,3.5,2,1,0,0
HR,Female,41,29,3.3,5,0,0,1
HR,Female,45,21,3.2,3,0,0,0
HR,Male,29,4,3.5,0,0,0,1
IT,Male,35,8,3.8,1,1,0,0
Sales,Female,35,23,3.6,1,1,0,1
IT,Male,26,26,3.9,0,1,0,1
HR,Female,42,18,3.4,3,1,0,0
IT,Female,36,15,3.3,4,1,1,1
HR,Male,57,2,3.7,1,1,0,0
Finance,Male,54,22,3.5,3,0,1,0
Marketing,Male,38,28,4.2,3,1,0,1
Sales,Female,41,11,3.3,4,0,0,1
Finance,Male,22,17,3.2,0,1,0,1
Operations,Female,37,7,3.4,5,0,0,0
IT,Female,39,8,3.3,3,1,0,1
Operations,Female,31,10,3.2,7,1,0,1
IT,Male,44,24,2.7,3,1,1,1
Marketing,Female,39,3,2.9,2,1,0,1
Finance,Female,30,13,3.4,1,0,0,1
Marketing,Male,51,23,2.8,0,1,0,0
HR,Female,34,17,3.8,2,1,0,1
Marketing,Female,52,13,3.7,3,1,0,0
Marketing,Female,34,27,3.2,6,1,0,0
HR,Male,53,19,3.5,3,1,0,0
IT,Female,38,29,3.4,2,0,1,1
HR,Male,24,22,2.6,2,0,0,0
Finance,Female,22,9,3.7,6,1,0,1
Marketing,Female,26,21,3.2,2,1,0,1
HR,Male,53,29,3.0,5,1,0,0
Marketing,Male,46,16,3.8,2,1,1,1
Finance,Female,26,5,3.6,4,0,0,0
Operations,Male,58,9,4.0,2,0,1,1
Finance,Male,44,28,3.4,4,0,0,1
Sales,Male,33,9,3.6,9,1,0,1
Sales,Female,55,6,3.9,4,0,0,1
Sales,Female,44,21,4.3,5,1,0,1
Marketing,Female,37,10,3.3,2,0,0,0
IT,Female,26,18,3.6,2,0,0,0
IT,Female,49,11,3.8,5,1,0,1
IT,Male,27,24,3.8,4,0,0,0
Marketing,Male,34,28,3.2,2,1,1,1
Finance,Female,51,24,3.4,2,0,0,1
IT,Female,47,15,3.8,4,0,0,0
Operations,Female,38,7,3.6,3,0,0,1
Sales,Female,30,14,4.5,1,0,0,0
Finance,Female,37,8,3.3,4,0,0,0
Sales,Male,39,19,3.1,3,1,0,1
IT,Female,34,15,3.7,4,1,0,1
Finance,Male,50,19,3.0,2,1,0,1
HR,Male,45,18,3.3,2,1,0,0
Operations,Female,34,17,3.5,4,1,0,0
IT,Female,46,3,3.5,1,1,0,1
IT,Male,22,3,3.5,5,1,0,1
Operations,Female,30,7,3.2,5,0,0,0
Operations,Female,25,28,3.7,6,0,0,1
HR,Female,49,10,4.6,4,0,0,0
IT,Female,33,25,3.9,2,1,0,1
Marketing,Male,45,28,2.6,2,0,0,0
IT,Female,30,17,3.3,4,1,0,1
Sales,Female,56,15,3.8,1,1,0,1
Finance,Female,59,8,2.8,6,0,0,0
Finance,Female,56,17,2.3,1,0,0,0
Sales,Male,54,3,3.1,7,1,0,1
Finance,Male,56,4,3.1,1,1,0,0
Operations,Female,41,27,4.3,3,1,0,1
Finance,Male,23,8,3.7,0,0,0,0
Finance,Female,47,13,3.4,6,1,0,0
Sales,Male,34,1,3.3,8,1,0,0
HR,Male,51,28,3.7,2,1,0,1
Finance,Male,53,18,3.6,2,1,0,1
Marketing,Female,57,11,3.7,6,1,1,0
Finance,Male,40,21,3.7,4,1,0,0
HR,Female,43,6,4.0,4,0,1,0
Sales,Male,22,16,3.5,2,1,0,0
HR,Female,32,21,3.9,2,1,1,0
Sales,Male,47,29,3.7,3,1,0,1
Operations,Male,40,19,3.6,1,1,0,1
Sales,Female,40,26,3.3,0,0,0,0
Operations,Female,33,23,3.5,1,0,0,1
Operations,Male,24,28,3.5,4,1,0,1
Sales,Female,39,17,4.0,2,1,1,1
Marketing,Male,26,18,3.6,2,0,0,0
IT,Male,45,11,3.0,6,0,1,0
Sales,Male,35,14,2.7,8,1,0,0
Finance,Male,59,12,2.9,2,1,0,0
Marketing,Male,24,25,3.2,5,1,0,1
Marketing,Male,27,20,3.7,3,0,0,1
Finance,Female,33,24,3.2,3,1,0,1
IT,Male,32,25,4.1,6,0,0,0
Marketing,Female,47,7,2.9,5,1,0,0
Operations,Male,22,17,3.8,4,1,1,0
IT,Male,37,5,2.6,8,0,0,1
Finance,Male,30,22,2.9,4,1,0,0
IT,Female,26,14,3.0,0,1,0,0
Sales,Female,29,27,3.0,5,0,0,1
IT,Female,42,24,3.2,4,1,0,1
Operations,Male,54,26,3.9,1,1,0,1
Sales,Female,41,13,3.9,2,0,0,0
HR,Female,43,24,3.0,2,1,0,0
Finance,Male,34,29,3.4,3,1,0,0
Finance,Male,32,12,3.7,3,1,0,0
IT,Male,39,14,3.4,1,1,0,1
Marketing,Female,51,25,4.3,4,0,0,1
Sales,Male,54,9,3.7,2,0,0,1
HR,Female,24,4,3.1,0,1,0,0
Sales,Male,22,22,3.1,1,0,0,0
Finance,Male,57,19,3.0,4,1,0,0
Sales,Male,27,1,3.2,4,1,0,0
HR,Female,58,29,3.5,7,0,0,1
Marketing,Male,50,13,3.4,2,0,0,1
IT,Male,32,6,3.3,7,0,0,1
Operations,Female,34,1,3.8,3,1,0,0
Sales,Male,32,25,3.7,3,0,0,1
Operations,Male,59,27,2.7,3,1,0,0
Finance,Male,46,22,2.9,2,1,1,1
IT,Male,36,17,3.0,5,0,0,0
IT,Male,34,27,3.1,7,1,0,0
Sales,Male,54,29,3.2,4,1,0,1
Marketing,Male,34,3,3.3,2,0,0,0
IT,Male,59,17,3.7,2,0,0,0
Sales,Female,45,2,2.9,2,0,0,1
Sales,Male,41,22,3.1,3,0,0,1
Operations,Male,38,7,2.7,1,1,0,1
IT,Male,45,1,3.0,0,1,0,0
Sales,Male,47,26,3.4,3,1,0,0
Operations,Female,53,21,3.1,2,1,0,0
HR,Female,50,22,3.0,1,1,0,0
Operations,Male,35,15,3.2,2,0,0,1
Operations,Female,58,4,3.6,2,0,0,1
Sales,Male,43,6,3.0,2,1,0,1
Finance,Female,55,21,4.0,5,0,0,0
Finance,Female,48,13,3.1,3,1,0,0
Marketing,Female,49,29,3.3,4,1,0,1
Finance,Male,43,27,4.1,1,0,0,1
Operations,Male,24,23,3.8,3,0,0,1
Marketing,Male,43,13,3.4,0,0,0,0
Sales,Male,42,20,3.7,2,0,0,0
IT,Male,37,1,2.9,1,0,0,0
Operations,Female,30,2,4.4,2,0,0,0
Operations,Male,34,6,2.9,2,1,0,0
Marketing,Female,31,29,3.6,3,0,0,1
Sales,Female,42,26,4.1,3,1,0,0
HR,Female,28,29,3.6,2,1,0,0
Operations,Male,43,11,3.5,3,0,0,0
HR,Male,39,18,4.1,4,1,0,0
HR,Female,42,13,3.8,3,0,1,1
Finance,Female,35,21,3.3,1,1,0,1
Sales,Female,31,12,4.3,3,1,0,0
HR,Female,54,20,3.1,2,0,0,1
Sales,Male,30,7,4.3,0,0,0,1
Finance,Male,39,20,3.8,3,1,0,0
Sales,Male,34,7,3.3,3,1,0,0
Operations,Female,38,27,3.0,1,0,0,1
HR,Female,44,24,3.6,3,0,0,0
Sales,Female,46,7,3.2,3,1,0,0
IT,Female,37,2,3.6,0,1,0,1
Sales,Female,45,11,3.9,1,0,0,1
HR,Male,52,1,3.9,1,1,0,0
Finance,Male,32,21,4.2,1,0,0,1
Finance,Female,44,29,3.0,5,0,0,0
HR,Male,43,13,3.6,3,1,0,1
Operations,Male,54,12,2.8,1,1,0,1
Operations,Male,39,13,3.5,4,1,0,0
Finance,Male,35,7,2.7,5,1,0,0
Finance,Male,49,12,4.6,1,1,0,0
HR,Female,32,17,4.1,2,1,0,1
Operations,Female,45,27,2.7,0,1,0,1
Finance,Female,57,8,3.2,0,1,0,0
Operations,Male,40,3,3.9,5,0,0,1
Finance,Female,34,7,3.6,5,0,0,0
Sales,Female,54,19,3.5,5,1,0,1
IT,Female,40,20,3.6,2,1,0,0
Marketing,Female,53,8,3.9,3,1,0,1
Sales,Female,36,14,4.5,2,1,0,1
Marketing,Male,32,14,2.9,1,1,0,0
Finance,Female,44,2,3.4,2,0,1,1
IT,Male,26,6,2.6,5,1,1,1
IT,Male,43,16,3.5,2,1,0,1
Finance,Female,39,26,4.3,3,0,0,1
Finance,Male,28,9,3.7,3,0,0,0
Operations,Male,54,26,3.9,2,0,1,1
Finance,Female,24,25,3.6,0,1,0,1
HR,Female,49,21,3.1,1,1,1,0
Finance,Male,22,15,2.7,1,0,0,1
HR,Female,58,19,4.2,1,0,0,0
Finance,Male,43,15,3.3,2,1,0,1
Operations,Male,40,22,3.4,4,0,1,0
HR,Male,35,12,2.5,0,0,0,1
Sales,Male,24,9,3.2,3,1,0,0
HR,Male,40,16,3.6,2,1,0,1
Operations,Male,54,6,3.7,2,0,0,1
Marketing,Female,42,20,4.3,3,0,0,1
HR,Female,22,28,3.4,2,1,0,1
Finance,Female,47,27,3.4,6,1,0,1
Finance,Female,31,15,4.3,1,1,0,0
Marketing,Male,56,13,4.1,0,1,0,0
Operations,Female,34,21,2.8,1,0,0,0
IT,Female,27,23,4.2,4,1,0,1
Finance,Male,27,10,2.7,5,1,0,1
Sales,Male,56,14,3.7,4,0,0,0
Operations,Female,37,29,3.9,2,1,0,1
HR,Female,29,3,3.6,3,1,0,0
HR,Female,24,12,3.3,1,0,0,0
Sales,Male,26,25,3.3,2,0,0,1
